iter	Logloss
662	0.01231037155
663	0.01228670329
664	0.01225911379
665	0.0122348018
666	0.01220992431
667	0.01218016371
668	0.01216120273
669	0.01213970259
670	0.0121138081
671	0.01208393574
672	0.01204921976
673	0.01201838925
674	0.01199565083
675	0.01196318269
676	0.01192304343
677	0.01189493313
678	0.01187297627
679	0.01184373721
680	0.01181619838
681	0.01179197654
682	0.01175604239
683	0.01173463017
684	0.01170863062
685	0.01169106141
686	0.01166621372
687	0.01163516641
688	0.01161676943
689	0.01158973724
690	0.01156962663
691	0.01153674275
692	0.01151371151
693	0.01149116457
694	0.01146643013
695	0.01143957973
696	0.01141775995
697	0.01138103157
698	0.01135376394
699	0.01133218259
700	0.01131017879
701	0.01128601208
702	0.01125412509
703	0.01122796237
704	0.01120381951
705	0.01117428094
706	0.01115498319
707	0.01113389283
708	0.01111385897
709	0.0110914804
710	0.01106915548
711	0.01104444489
712	0.0110155955
713	0.01098903418
714	0.01096720546
715	0.01094774529
716	0.01091621369
717	0.01088174582
718	0.0108563751
719	0.01082597673
720	0.01080942005
721	0.01078938246
722	0.01076052934
723	0.01074634567
724	0.01072141379
725	0.01069784462
726	0.01067912579
727	0.01066000611
728	0.01063306257
729	0.01061560512
730	0.01059297025
731	0.0105657354
732	0.01053805351
733	0.01052011102
734	0.01049580127
735	0.01047187746
736	0.01044882089
737	0.01042767689
738	0.01040811539
739	0.01038965806
740	0.0103715986
741	0.01034015566
742	0.01032215059
743	0.01029989272
744	0.01028004661
745	0.01026058048
746	0.01023854315
747	0.01021953821
748	0.01019496247
749	0.01018046886
750	0.01016445979
751	0.01012687087
752	0.01010809988
753	0.01009131819
754	0.0100672394
755	0.01004344821
756	0.01001700163
757	0.00999597013
758	0.009975931793
759	0.00995285362
760	0.009929475188
761	0.009914150089
762	0.009897279739
763	0.009880118072
764	0.009859788418
765	0.009841721505
766	0.009823860973
767	0.009809017181
768	0.009794203937
769	0.009771846235
770	0.009753429145
771	0.009732721001
772	0.009712568671
773	0.009694748372
774	0.009673337638
775	0.009654515982
776	0.009643115848
777	0.009625846893
778	0.009600824118
779	0.009585686028
780	0.009560550749
781	0.009537863731
782	0.009521819651
783	0.009499686211
784	0.009482742846
785	0.009460274875
786	0.009434108436
787	0.009421766549
788	0.009400872886
789	0.009377962351
790	0.009353305399
791	0.009336206317
792	0.009315960109
793	0.009297702461
794	0.009281615913
795	0.009258782864
796	0.009241302311
797	0.009220899642
798	0.009207195044
799	0.009193718433
800	0.009173879772
801	0.0091604352
802	0.009141266346
803	0.009122601151
804	0.009102561325
805	0.009083850682
806	0.009069293737
807	0.009049870819
808	0.009024628997
809	0.009005986899
810	0.008988096565
811	0.008970136195
812	0.008958518505
813	0.008941495419
814	0.008922046423
815	0.008905093372
816	0.008881932497
817	0.008852608502
818	0.008837421238
819	0.008826783299
820	0.008797051013
821	0.00878393054
822	0.008773337305
823	0.008760461211
824	0.008739268035
825	0.008728352934
826	0.008710229397
827	0.008696110547
828	0.008683051914
829	0.008666189015
830	0.008653101325
831	0.008641955256
832	0.008625354618
833	0.008609555662
834	0.008590228856
835	0.008576646447
836	0.008558003604
837	0.008545007557
838	0.008529926091
839	0.008516763151
840	0.0085066773
841	0.008490205556
842	0.008478045464
843	0.008463443816
844	0.008444800973
845	0.008425751328
846	0.008410899341
847	0.008390054852
848	0.008376880735
849	0.008356770128
850	0.008343768865
851	0.008329886198
852	0.008315719664
853	0.008301895112
854	0.008288829029
855	0.008272857219
856	0.008256683499
857	0.008242760599
858	0.008223156631
859	0.008209492266
860	0.008200752735
861	0.008189077675
862	0.008176922053
863	0.008160406351
864	0.008147378266
865	0.008133080602
866	0.00811977312
867	0.008103208244
868	0.008088229597
869	0.00807517916
870	0.008062237501
871	0.008045525849
872	0.008028449118
873	0.008013471216
874	0.008004102111
875	0.007989430428
876	0.007972282171
877	0.007960882783
878	0.007948035002
879	0.007934656739
880	0.007925672829
881	0.007912826538
882	0.007894615829
883	0.007883722335
884	0.007875190675
885	0.007861787081
886	0.007849930227
887	0.007833518088
888	0.007822693139
889	0.007810169458
890	0.007797119021
891	0.007783304155
892	0.00777208358
893	0.007760776579
894	0.007744535059
895	0.007729997486
896	0.0077154845
897	0.00770149529
898	0.00768686235
899	0.007674996555
900	0.007659932226
901	0.007646431029
902	0.007636190951
903	0.007621799409
904	0.007611611485
905	0.007603383064
906	0.007590170205
907	0.00757489875
908	0.007562404871
909	0.007549068332
910	0.007535085082
911	0.007523903996
912	0.007514669746
913	0.007503131032
914	0.007493521273
915	0.007478056848
916	0.007465027273
917	0.00745242089
918	0.007438372076
919	0.007428507507
920	0.007417945564
921	0.007408590615
922	0.007395739108
923	0.007384385169
924	0.007371392846
925	0.00735559538
926	0.007345244288
927	0.007333008945
928	0.007322791219
929	0.007309189439
930	0.007296071947
931	0.007284220308
932	0.007274424285
933	0.007264647633
934	0.007250711322
935	0.007240992039
936	0.007232448459
937	0.007217498124
938	0.007203372568
939	0.007193389535
940	0.007183482498
941	0.00717048198
942	0.007158066332
943	0.007147202641
944	0.007136891037
945	0.007127563655
946	0.007118568569
947	0.007108286023
948	0.007098355144
949	0.007088579237
950	0.007079340518
951	0.00706397444
952	0.007052615285
953	0.007043227553
954	0.00702771917
955	0.00701751858
956	0.007004348934
957	0.006992341578
958	0.006980527192
959	0.006969884038
960	0.006959330291
961	0.006948726624
962	0.006939505041
963	0.00692511946
964	0.006915207207
965	0.006902380288
966	0.006893375516
967	0.006883792579
968	0.006874603033
969	0.006864596903
970	0.006855006516
971	0.006841574609
972	0.006833028793
973	0.006822666526
974	0.006812356412
975	0.006803868711
976	0.00679506883
977	0.006785917282
978	0.006776602566
979	0.006763469428
980	0.006752993912
981	0.006744396687
982	0.006734926254
983	0.006725051254
984	0.006715992093
985	0.00670504272
986	0.006688890606
987	0.006680946797
988	0.006671726704
989	0.006663866341
990	0.006655320525
991	0.006647258997
992	0.006638756394
993	0.006625697017
994	0.006613148749
995	0.006600804627
996	0.006591616571
997	0.006582225859
998	0.006573574245
999	0.006563481688
