iter	Logloss
0	0.6838298798
1	0.67403965
2	0.6639253616
3	0.6545552254
4	0.6436655998
5	0.6332117081
6	0.6259608269
7	0.6157682419
8	0.6074986458
9	0.5975965023
10	0.5890377522
11	0.5796631336
12	0.5691318035
13	0.5596603394
14	0.5507828712
15	0.5431477547
16	0.5345304489
17	0.5260861397
18	0.5175195694
19	0.5108270168
20	0.5031175613
21	0.4951619148
22	0.48810606
23	0.4815430641
24	0.475331974
25	0.469092989
26	0.4619361877
27	0.4550290585
28	0.4481443882
29	0.441932106
30	0.4369188309
31	0.4311074257
32	0.4267567635
33	0.4187917233
34	0.4123306274
35	0.4077710152
36	0.4032476425
37	0.3981176853
38	0.392759037
39	0.3880892038
40	0.3822044611
41	0.3767496586
42	0.3718920708
43	0.3670475483
44	0.3626054764
45	0.3575274944
46	0.3528382301
47	0.3466374874
48	0.3419105768
49	0.336365366
50	0.3323776484
51	0.3284754276
52	0.3244796038
53	0.3199364185
54	0.3160378933
55	0.3123936653
56	0.3082567215
57	0.3040959358
58	0.2989617348
59	0.294246912
60	0.2910429001
61	0.2874670267
62	0.2839796543
63	0.2800677299
64	0.275728178
65	0.2718170643
66	0.2685066938
67	0.2647061825
68	0.2610378027
69	0.2575387001
70	0.2540359974
71	0.2514542103
72	0.2482329369
73	0.2448978662
74	0.2423293352
75	0.239329195
76	0.236310482
77	0.2340093613
78	0.2318253994
79	0.2297878027
80	0.2269071579
81	0.2244647741
82	0.2221822977
83	0.2189723492
84	0.2159569263
85	0.2128442526
86	0.2098193884
87	0.2075818062
88	0.2047561169
89	0.2021838188
90	0.1999511242
91	0.1976123452
92	0.1953926086
93	0.1938227177
94	0.1918873072
95	0.1897601843
96	0.1875079155
97	0.1849746227
98	0.1829555631
99	0.1808087111
100	0.1787519813
101	0.1770379543
102	0.1748307467
103	0.1735608459
104	0.1714454532
105	0.1698541641
106	0.1678599834
107	0.1663179398
108	0.1638613701
109	0.1618340492
110	0.1600941181
111	0.1582752943
112	0.1565698862
113	0.1553072333
114	0.1536115408
115	0.1517527819
116	0.1506737709
117	0.1491938114
118	0.1473559618
119	0.1457748175
120	0.1440282106
121	0.1426262856
122	0.1413558722
123	0.1401022553
124	0.1385867715
125	0.1369764686
126	0.1354519248
127	0.1340509534
128	0.1325664878
129	0.1314111471
130	0.1301874518
131	0.1287699699
132	0.1275208473
133	0.1262305498
134	0.1247001648
135	0.1234431982
136	0.1222751379
137	0.1209429502
138	0.1198397398
139	0.1185999632
140	0.1174990654
141	0.1162769914
142	0.1150428176
143	0.1140700102
144	0.1130559921
145	0.1119392991
146	0.1109378099
147	0.1098194838
148	0.1087341309
149	0.1078307629
150	0.1070627689
151	0.1062499046
152	0.1053420901
153	0.1043106198
154	0.1032725096
155	0.1025376081
156	0.1015430689
157	0.100724268
158	0.09977742434
159	0.09875746965
160	0.09783829451
161	0.09700834751
162	0.09625144005
163	0.09547111392
164	0.09468663335
165	0.09400081635
166	0.09318289161
167	0.09254314899
168	0.09183193445
169	0.09105610847
170	0.0902757585
171	0.08958571553
172	0.08895007372
173	0.08820121884
174	0.08743383288
175	0.08684653044
176	0.08631886244
177	0.08553748131
178	0.08492872119
179	0.08431919813
180	0.08360307217
181	0.08299542069
182	0.08245629668
183	0.08178529739
184	0.08096984029
185	0.0802981019
186	0.07980598211
187	0.07927254438
188	0.07872958183
189	0.07822133303
190	0.07755331993
191	0.07697151899
192	0.07647920847
193	0.07594593167
194	0.07541085482
195	0.07483319044
196	0.07416958809
197	0.07363606691
198	0.07318638563
199	0.07256460786
200	0.07215311527
201	0.0717140913
202	0.07118669748
203	0.07079049349
204	0.07011213899
205	0.06972299814
206	0.06922062635
207	0.06877031922
208	0.06831681132
209	0.06786273718
210	0.06724846363
211	0.06686763763
212	0.0664388895
213	0.06605676413
214	0.06562703848
215	0.06520934105
216	0.06483963728
217	0.06438940763
218	0.06400582194
219	0.06355317831
220	0.06307675242
221	0.06265479326
222	0.06219616532
223	0.06180471778
224	0.06139273643
225	0.06104518175
226	0.06056572199
227	0.06019707918
228	0.05982270241
229	0.05945967436
230	0.05914293528
231	0.0588316679
232	0.05846281052
233	0.05820143223
234	0.05791637301
235	0.05758697987
236	0.05726512074
237	0.05693397522
238	0.05667287111
239	0.05632362366
240	0.05595535636
241	0.05557051897
242	0.05512372255
243	0.0547811985
244	0.05448210835
245	0.05410217047
246	0.05377677679
247	0.05348493457
248	0.05318162441
249	0.05285425782
250	0.05256072283
251	0.052261585
252	0.0519431591
253	0.05158903599
254	0.05131403804
255	0.05110541582
256	0.05082995892
257	0.05056313872
258	0.05023425817
259	0.04998103678
260	0.04971825778
261	0.04942368269
262	0.04912571907
263	0.04883739352
264	0.04854775667
265	0.04827496409
266	0.04802199602
267	0.04782226384
268	0.04757220745
269	0.04731172323
270	0.04699034393
271	0.04670741558
272	0.04639619589
273	0.04610057473
274	0.04589954913
275	0.04571438432
276	0.04545329213
277	0.04520487487
278	0.044939816
279	0.0447329998
280	0.04450935721
281	0.04429359436
282	0.0440705955
283	0.04383992553
284	0.04357441664
285	0.04335247278
286	0.04308955669
287	0.04288653731
288	0.04269626141
289	0.04247406721
290	0.04227552414
291	0.04206203222
292	0.0418335855
293	0.04161085784
294	0.04139723778
295	0.04120537043
296	0.04101264477
297	0.04077424407
298	0.0405364275
299	0.04036211371
300	0.04017552137
301	0.0399910748
302	0.03985682428
303	0.03965446651
304	0.0394887656
305	0.0393134594
306	0.03912993968
307	0.03896594048
308	0.03878896832
309	0.03860108256
310	0.0384047389
311	0.03818666041
312	0.03808572888
313	0.0378932178
314	0.03773768246
315	0.03761074245
316	0.03739966154
317	0.03724511862
318	0.03708853722
319	0.03694161177
320	0.03675513864
321	0.03658006191
322	0.03635871708
323	0.03616266847
324	0.03601195514
325	0.03583063185
326	0.0356384635
327	0.0355176121
328	0.03535799086
329	0.03517738581
330	0.03502609134
331	0.03489370346
332	0.03472697735
333	0.03461343944
334	0.03445217013
335	0.03428930938
336	0.03412638307
337	0.03399115801
338	0.03385648727
339	0.03368366063
340	0.03355867863
341	0.03340405822
342	0.03328790367
343	0.03315991759
344	0.03303980231
345	0.03289279938
346	0.03273643255
347	0.03258002102
348	0.03242431283
349	0.03225542605
350	0.03212515712
351	0.03192874789
352	0.03174837232
353	0.03158861101
354	0.03148223758
355	0.03137272
356	0.03121991456
357	0.03109378517
358	0.03096832037
359	0.03082230687
360	0.03071154058
361	0.03061516285
362	0.03051640391
363	0.03041274548
364	0.03028177023
365	0.03017976582
366	0.03008555174
367	0.02996585369
368	0.02985910475
369	0.0297532618
370	0.02964831889
371	0.02951526046
372	0.0293744117
373	0.02922400236
374	0.02909979224
375	0.02897897959
376	0.0288277626
377	0.02869921923
378	0.0285828799
379	0.02848212719
380	0.02834436297
381	0.02825003862
382	0.02814398408
383	0.02806489468
384	0.02799809575
385	0.02790449858
386	0.02780640423
387	0.02769347429
388	0.02760100663
389	0.02748051286
390	0.02739467025
391	0.02728199959
392	0.02717989087
393	0.02705987692
394	0.0269680351
395	0.02685447931
396	0.02674627006
397	0.02667935789
398	0.02661486268
399	0.02653698325
400	0.02640562057
401	0.02631103992
402	0.02621596754
403	0.02614027858
404	0.02605780363
405	0.02596449256
406	0.02585190535
407	0.02575881481
408	0.02567239404
409	0.02558728755
410	0.02549567223
411	0.02542362511
412	0.02529344559
413	0.02519913316
414	0.02511624694
415	0.02500787973
416	0.02493966073
417	0.02487642765
418	0.02480593622
419	0.02471288592
420	0.0246341154
421	0.02453438789
422	0.0244677946
423	0.02436015606
424	0.02425508499
425	0.02418245524
426	0.02410180569
427	0.02403989434
428	0.02392634004
429	0.02382898182
430	0.02373006344
431	0.02362299562
432	0.02353264838
433	0.0234582603
434	0.02337499857
435	0.02327782214
436	0.02318981588
437	0.02309808433
438	0.02302124202
439	0.022946316
440	0.02284706235
441	0.02277795076
442	0.02270995975
443	0.02263797522
444	0.02256190479
445	0.02246886492
446	0.02239876986
447	0.02229842544
448	0.02220176458
449	0.02211480588
450	0.02204453349
451	0.02198016346
452	0.02191264033
453	0.02187477946
454	0.02180663347
455	0.02175220549
456	0.02166502178
457	0.02158201039
458	0.02151948363
459	0.02144719064
460	0.02140445709
461	0.02133055031
462	0.02127578855
463	0.02120910287
464	0.02115994394
465	0.0210894227
466	0.02103505582
467	0.020983392
468	0.02091367096
469	0.02082360238
470	0.02074004263
471	0.02067521363
472	0.02062394917
473	0.02054032683
474	0.02047643661
475	0.0204021737
476	0.02034076601
477	0.02027864903
478	0.02022390068
479	0.02015680522
480	0.02008493543
481	0.02002166659
482	0.01997059584
483	0.01989907324
484	0.01982438266
485	0.01974226832
486	0.0196987167
487	0.01963175982
488	0.01959547102
489	0.01953712255
490	0.01949093491
491	0.0194437623
492	0.01938250065
493	0.01932150573
494	0.01927439868
495	0.01921184063
496	0.01916517317
497	0.01911004335
498	0.01906754673
499	0.01900969446
500	0.01892825216
501	0.01885817051
502	0.01881073117
503	0.01874334514
504	0.01868297756
505	0.01862948537
506	0.01857774258
507	0.0185251385
508	0.01848007441
509	0.01841429323
510	0.01835828424
511	0.01828485727
512	0.0182307303
513	0.01818294227
514	0.01811897904
515	0.01807562411
516	0.01801934987
517	0.01796147376
518	0.01792089939
519	0.01786864102
520	0.01781415641
521	0.01777477562
522	0.01773162186
523	0.01766500175
524	0.01761488169
525	0.01755998433
526	0.01751983464
527	0.01744924486
528	0.01740126908
529	0.01735313386
530	0.01730862856
531	0.01724684536
532	0.01720084697
533	0.01714009047
534	0.01709448099
535	0.0170265168
536	0.01697521806
537	0.01692935526
538	0.0168805033
539	0.01682427526
540	0.01678453088
541	0.01674893796
542	0.01671113372
543	0.01666803658
544	0.01660702378
545	0.01657143235
546	0.01653318107
547	0.016496557
548	0.01644323766
549	0.01639403701
550	0.01635122895
551	0.01631263793
552	0.0162679106
553	0.01621931344
554	0.01618346572
555	0.01613518149
556	0.01609534323
557	0.01603588164
558	0.01598353386
559	0.0159513548
560	0.01591147631
561	0.01587608904
562	0.0158079654
563	0.01575342119
564	0.01570089459
565	0.01565504074
566	0.01561678648
567	0.01557095498
568	0.01553101838
569	0.01549327672
570	0.01545126885
571	0.01541594714
572	0.01537357271
573	0.01533523202
574	0.01529147327
575	0.01525201499
576	0.01520076394
577	0.01515805423
578	0.01512200385
579	0.01508688927
580	0.01505481452
581	0.01501954198
582	0.01498292089
583	0.01494977623
584	0.0149120003
585	0.01489294767
586	0.01485202312
587	0.01481680274
588	0.0147785902
589	0.01472892612
590	0.01468449831
591	0.0146349296
592	0.01460161954
593	0.01456052959
594	0.01451826841
595	0.0144813329
596	0.01443162262
597	0.01440442652
598	0.01436513662
599	0.01433542371
600	0.01429235935
601	0.01424695253
602	0.01419929862
603	0.01417153925
604	0.0141315341
605	0.01410120428
606	0.01407197714
607	0.01403867304
608	0.01400362551
609	0.01397406757
610	0.01394006312
611	0.01389950514
612	0.01386311799
613	0.01381560564
614	0.01378493011
615	0.01375195682
616	0.01372743845
617	0.01369274557
618	0.013658005
619	0.01362645179
620	0.01359986961
621	0.01356085688
622	0.01351326853
623	0.01348579526
624	0.01345576942
625	0.01343242526
626	0.01340531111
627	0.01336991191
628	0.0133436799
629	0.01330363005
630	0.01326357126
631	0.01322263777
632	0.01319705099
633	0.01316549778
634	0.01313030124
635	0.01309968531
636	0.01306235492
637	0.01303344071
638	0.01298795193
639	0.01295032054
640	0.01291513145
641	0.01288122535
642	0.01285000145
643	0.01281754076
644	0.01278814822
645	0.01275688708
646	0.01272872239
647	0.01270554066
648	0.01268277913
649	0.012657848
650	0.01262442321
651	0.01260564625
652	0.01257241368
653	0.01254287958
654	0.01251414716
655	0.0124857612
656	0.01246216968
657	0.0124363713
658	0.01241001859
659	0.01237802356
660	0.01235523149
661	0.01233221292
